Lexus GX/$ 30 000/"https://im.mashina.kg/tachka/images//a/0/2/a02b7566f0d816669740220767d0511e_240x180.jpg"/2011 г., 4.6 л., автомат/внедорожник 5 дв., бензин/руль слева, 156 000 км
Toyota Land Cruiser/$ 40 000/"https://im.mashina.kg/tachka/images//8/7/a/87a87957aadc90fb22788057f07b46de_240x180.jpg"/2012 г., 4.6 л., автомат/внедорожник 5 дв., бензин/руль слева, 213 000 км
ВАЗ (Lada) 21099/$ 1 800/"https://im.mashina.kg/tachka/images//c/e/6/ce67e0aafbf751da691b9aec17569ae5_240x180.jpg"/1998 г., 1.5 л., механика/седан, бензин/руль слева
ВАЗ (Lada) 2114/$ 2 000/"https://im.mashina.kg/tachka/images//a/b/5/ab5e751b657836ee42f04d4d239427d1_240x180.jpg"/2010 г., 1.5 л., механика/хэтчбек 5 дв., бензин/руль слева
Daewoo Nexia/$ 2 000/"https://im.mashina.kg/tachka/images//c/d/3/cd326610a1cd1ba5fdbd8ff90ad7d74b_240x180.jpg"/2006 г., 1.5 л., механика/седан, бензин/руль слева
Honda Jazz/$ 8 500/"https://im.mashina.kg/tachka/images//6/1/5/6158d83cd629d10df381b605d32f9b51_240x180.jpg"/2007 г., 1.3 л., вариатор/хэтчбек 5 дв., бензин/руль слева, 128 000 км
Mercedes-Benz S-класс/$ 7 200/"https://im.mashina.kg/tachka/images//b/2/7/b273f552216e5c191e5d59ebe640f35c_240x180.jpg"/1999 г., 4.2 л., автомат/седан, бензин/руль слева, 152 570 км
Honda Legend/$ 6 500/"https://im.mashina.kg/tachka/images//f/2/4/f243a523c6dd5a4f9850b9e1ae60f39f_240x180.jpg"/2004 г., 3.5 л., автомат/седан, бензин/руль справа, 220 000 км
Audi A6/$ 2 948/"https://im.mashina.kg/tachka/images//6/9/9/69925dbe0cb6cf9869c08aa985b6ae80_240x180.jpg"/2001 г., 2.8 л., автомат/седан, бензин/руль слева, 169 000 км
Mercedes-Benz C-класс/$ 4 128/"https://im.mashina.kg/tachka/images//3/b/e/3be42c04ec33e9826d01aba05f502172_240x180.jpg"/2001 г., 2 л., автомат/седан, бензин/руль слева
ВАЗ (Lada) 2107/$ 3 066/"https://im.mashina.kg/tachka/images//c/3/d/c3dc42734e9da0919b14e595d1b8f228_240x180.jpg"/2010 г., 1.6 л., механика/седан, бензин/руль слева, 48 000 км
Honda Stepwgn/$ 8 000/"https://im.mashina.kg/tachka/images//c/9/e/c9ee4159d9e582df3b6705883b49d207_240x180.jpg"/2003 г., 2 л., автомат/минивэн, бензин/руль справа, 148 000 км
Volkswagen Passat/$ 4 400/"https://im.mashina.kg/tachka/images//0/1/e/01e4ac5ca58f45cefb08048255aab146_240x180.jpg"/2005 г., 2 л., механика/седан, бензин/руль слева
Lexus LX/$ 23 500/"https://im.mashina.kg/tachka/images//1/9/a/19a92456cd88505670a92d9d0cd381d0_240x180.jpg"/2005 г., 4.7 л., автомат/внедорожник 5 дв., бензин/руль слева, 216 000 км
Toyota Avensis/$ 5 800/"https://im.mashina.kg/tachka/images//1/a/1/1a1fcc56b722c651d5d4eef1a6dbb2d0_240x180.jpg"/2004 г., 1.8 л., механика/универсал, бензин/руль слева
Honda Stepwgn/$ 8 200/"https://im.mashina.kg/tachka/images//8/0/1/8015d119df4f5865cde2c8d136f969de_240x180.jpg"/2003 г., 2.4 л., автомат/минивэн, бензин/руль справа
Subaru Outback/$ 7 500/"https://im.mashina.kg/tachka/images//e/9/1/e91a0a8d1670b9af3f7b1a6c615a6a86_240x180.jpg"/2006 г., 2.5 л., автомат/универсал, бензин/руль справа, 245 000 км
Toyota Estima/$ 10 000/"https://im.mashina.kg/tachka/images//8/f/6/8f621e09c42c2d366c9248ac3deaf40d_240x180.jpg"/2006 г., 2.4 л., вариатор/минивэн, бензин/руль справа, 127 189 км
BMW 5 Серия/$ 7 500/"https://im.mashina.kg/tachka/images//2/4/c/24cc5bac652220bd6f42c743164850cd_240x180.jpg"/2004 г., 3 л., автомат/седан, дизель/руль слева, 420 000 км
ВАЗ (Lada) 2131 (4x4) Нива/$ 1 002/"https://im.mashina.kg/tachka/images//3/f/9/3f9b6fe0031db8aebc991175009e3c80_240x180.jpg"/1998 г., 1.7 л., механика/внедорожник, бензин/руль слева
Toyota Camry/$ 6 700/"https://im.mashina.kg/tachka/images//4/4/6/446d24a9f9aeac8a38713431e412f467_240x180.jpg"/2001 г., 2.4 л., автомат/седан, бензин/руль справа, 22 000 км
Kia K5/$ 12 650/"https://im.mashina.kg/tachka/images//7/e/6/7e6aff626d79e643d39dffd84d3a378e_240x180.jpg"/2016 г., 2 л., автомат/седан, газ/руль слева, 175 000 км
Honda CR-V/$ 10 000/"https://im.mashina.kg/tachka/images//b/1/6/b16adf42f25f3a20574d471a705740cc_240x180.jpg"/2005 г., 2 л., автомат/внедорожник 5 дв., бензин/руль слева, 182 000 км
Hyundai Sonata/$ 11 500/"https://im.mashina.kg/tachka/images//e/d/c/edc96a4312354d1b78385bade18c9d7b_240x180.jpg"/2015 г., 2 л., автомат/седан, газ/руль слева, 198 000 км
BMW 5 Серия/$ 2 771/"https://im.mashina.kg/tachka/images//a/5/5/a550ba4e47098bdaf9a50b6a74c09e0e_240x180.jpg"/1997 г., 2.8 л., автомат/седан, бензин/руль слева
Toyota Highlander/$ 11 800/"https://im.mashina.kg/tachka/images//2/4/0/24007a2709a48ede321a2150b26962ca_240x180.jpg"/2004 г., 3.3 л., автомат/внедорожник 5 дв., бензин/руль слева, 183 000 км
Mercedes-Benz E-класс/$ 11 800/"https://im.mashina.kg/tachka/images//1/c/6/1c665b11b9693679e102621ccf12282d_240x180.jpg"/2000 г., 4.3 л., автомат/седан, бензин/руль слева, 157 000 км
Daewoo Matiz/$ 2 477//2012 г., 0.8 л., механика/хэтчбек 5 дв., бензин/руль слева, 165 000 км
Toyota 4Runner/$ 25 000/"https://im.mashina.kg/tachka/images//e/5/0/e50425d1882cc16384838cf3dd3c529e_240x180.jpg"/2010 г., 4 л., автомат/внедорожник 5 дв., бензин/руль слева, 132 000 км
Lexus LX/$ 30 500/"https://im.mashina.kg/tachka/images//8/1/e/81e33047903f63e2989a682dffcab522_240x180.jpg"/2008 г., 5.7 л., автомат/внедорожник 5 дв., бензин/руль слева, 145 000 км
Toyota Prius/$ 10 300/"https://im.mashina.kg/tachka/images//e/e/9/ee9d08f7c09466fa629f7f58b3dd6386_240x180.jpg"/2011 г., 1.8 л., автомат/хэтчбек 5 дв., гибрид/руль слева
Lexus RX/$ 8 600/"https://im.mashina.kg/tachka/images//8/0/b/80bce6ea027f766fd05508de3c0a6a8a_240x180.jpg"/2001 г., 3 л., автомат/внедорожник 5 дв., бензин/руль слева
Honda Jazz/$ 6 300/"https://im.mashina.kg/tachka/images//5/7/5/575ead721297d70a2766e5a1c4484759_240x180.jpg"/2009 г., 1.3 л., механика/хэтчбек 5 дв., бензин/руль слева, 170 000 км
Lexus GX/$ 16 000/"https://im.mashina.kg/tachka/images//8/b/1/8b16aa5971897a6d2aa39976721e59f6_240x180.jpg"/2003 г., 4.7 л., автомат/внедорожник 5 дв., бензин/руль слева
Honda Stepwgn/$ 5 500/"https://im.mashina.kg/tachka/images//1/6/d/16d6edceac086d054d317a5317410b63_240x180.jpg"/2000 г., 2 л., автомат/минивэн, бензин/руль справа, 147 000 км
Mitsubishi Delica/$ 12 000/"https://im.mashina.kg/tachka/images//6/8/7/687e673d8188d6c6c645bcf0bb0e9641_240x180.jpg"/2005 г., 3 л., автомат/минивэн, бензин/руль справа, 200 000 км
Nissan Patrol/$ 8 700/"https://im.mashina.kg/tachka/images//f/7/4/f7418f9d45f1c866100a9e6756c45d9a_240x180.jpg"/2001 г., 3 л., механика/внедорожник 5 дв., дизель/руль слева, 233 000 км
Toyota Camry/$ 13 300/"https://im.mashina.kg/tachka/images//a/e/f/aefeb1ec239702464e593800c317430e_240x180.jpg"/2012 г., 2.5 л., автомат/седан, бензин/руль слева, 135 000 км
Nissan Primera/$ 2 418/"https://im.mashina.kg/tachka/images//e/8/b/e8ba6e62826499916bcd36cceb044a72_240x180.jpg"/2002 г., 1.8 л., механика/хэтчбек 5 дв., бензин/руль слева, 376 995 км
Volkswagen Tiguan/$ 9 200/"https://im.mashina.kg/tachka/images//9/1/5/915e3a7df08cab8dff4606cf71510b54_240x180.jpg"/2009 г., 2 л., автомат/внедорожник 5 дв., бензин/руль слева, 250 000 км
Honda Fit/$ 5 700/"https://im.mashina.kg/tachka/images//b/1/1/b11c454ef0a3cbfec1315452f4d38cf1_240x180.jpg"/2009 г., 1.3 л., вариатор/хэтчбек 5 дв., бензин/руль справа, 130 000 км
Honda Stepwgn/$ 8 500/"https://im.mashina.kg/tachka/images//f/6/7/f67f9b111ad9afbc8fb7eeea771da9a4_240x180.jpg"/2003 г., 2 л., автомат/минивэн, бензин/руль справа, 150 000 км
Toyota Prius/$ 11 800/"https://im.mashina.kg/tachka/images//8/0/8/8083b8791c88c9171dbdbd241f511bb4_240x180.jpg"/2013 г., 1.8 л., автомат/хэтчбек 5 дв., гибрид/руль слева, 150 000 км
Mercedes-Benz W124/$ 2 595/"https://im.mashina.kg/tachka/images//4/2/0/420b69966fc2c3d25e9a714ddcb8e92c_240x180.jpg"/1992 г., 2.3 л., механика/универсал, бензин/руль слева, 330 000 км
Hyundai Tucson/$ 16 500/"https://im.mashina.kg/tachka/images//d/8/b/d8b62240ea66c5070c8b2018ed4ad351_240x180.jpg"/2015 г., 2 л., автомат/внедорожник 5 дв., дизель/руль слева, 60 000 км
Chery Bonus (A13)/$ 4 128/"https://im.mashina.kg/tachka/images//9/3/a/93a3c2513988c245914e3023612e7ded_240x180.jpg"/2011 г., 1.5 л., механика/седан, бензин/руль слева
Toyota Camry/$ 10 500/"https://im.mashina.kg/tachka/images//d/4/1/d4131901ecc99b72bfebe5f149d04312_240x180.jpg"/2010 г., 2.5 л., автомат/седан, бензин/руль слева, 121 000 км
Honda Odyssey/$ 2 713/"https://im.mashina.kg/tachka/images//5/c/4/5c4a415ba54b2463fe71f02529fd0cdd_240x180.jpg"/1999 г., 3 л., автомат/минивэн, бензин/руль справа, 391 207 км
BMW 5 Серия/$ 2 830/"https://im.mashina.kg/tachka/images//5/3/3/5339da3c13cf75d2a74016108aa506f4_240x180.jpg"/1993 г., 2 л., механика/седан, бензин/руль слева, 250 000 км
BMW X5/$ 13 000/"https://im.mashina.kg/tachka/images//1/5/2/152ab00036307f55a071a30a0d48906a_240x180.jpg"/2008 г., 3 л., автомат/внедорожник 5 дв., бензин/руль слева, 220 000 км
BMW X5/$ 14 000/"https://im.mashina.kg/tachka/images//c/4/2/c420800ad73b961cb5f1b734602d33e5_240x180.jpg"/2007 г., 3 л., автомат/внедорожник 5 дв., бензин/руль слева
Nissan Patrol/$ 23 200/"https://im.mashina.kg/tachka/images//7/7/2/77288f650f1cf93748da3543f90d1fa8_240x180.jpg"/2012 г., 5.6 л., автомат/внедорожник 5 дв., бензин/руль слева, 150 000 км
Honda HR-V/$ 3 184/"https://im.mashina.kg/tachka/images//4/d/5/4d55522fdfdd183a740e74a5d19fefa7_240x180.jpg"/1999 г., 1.6 л., вариатор/внедорожник 3 дв., бензин/руль справа, 350 000 км
Mitsubishi Lancer/$ 2 005/"https://im.mashina.kg/tachka/images//2/c/3/2c365de6d1eaba7652f54673d3cbd223_240x180.jpg"/2004 г., 1.3 л., механика/седан, бензин/руль слева, 194 000 км
Lexus LX/$ 75 000/"https://im.mashina.kg/tachka/images//b/5/7/b5793830dd31aa0adb7cd1742093b84c_240x180.jpg"/2016 г., 5.7 л., автомат/внедорожник 5 дв., бензин/руль слева, 24 000 км
Toyota Avensis Verso/$ 6 600/"https://im.mashina.kg/tachka/images//2/0/a/20a226ff1f8694bdbc5c56b28cb79000_240x180.jpg"/2004 г., 2 л., механика/минивэн, бензин/руль слева
Daewoo Matiz/$ 1 474/"https://im.mashina.kg/tachka/images//7/3/a/73a34e6e1aa744b765d81d31fe2db668_240x180.jpg"/2000 г., 0.8 л., механика/хэтчбек 5 дв., бензин/руль слева, 200 000 км
Fiat Punto/$ 2 005/"https://im.mashina.kg/tachka/images//1/b/8/1b8a009137ded0fe6f2d23452d2d29fd_240x180.jpg"/1994 г., 1.2 л., вариатор/хэтчбек 5 дв., бензин/руль слева, 237 059 км
Mazda Cronos/$ 2 123/"https://im.mashina.kg/tachka/images//9/7/0/970a08a7e29e8d7b7486df1c2879d524_240x180.jpg"/1992 г., 2 л., механика/седан, бензин/руль слева, 346 064 км
Lexus LX/$ 17 300/"https://im.mashina.kg/tachka/images//f/3/2/f32646ef5775d3e3fcc629658d30c619_240x180.jpg"/2003 г., 4.7 л., автомат/внедорожник 5 дв., бензин/руль слева, 283 000 км
Subaru Outback/$ 11 000/"https://im.mashina.kg/tachka/images//4/b/5/4b5c8f436f5e2fca6f8581062c41af0d_240x180.jpg"/2007 г., 2.5 л., автомат/универсал, бензин/руль справа, 140 000 км
Mercedes-Benz E-класс/$ 2 948/"https://im.mashina.kg/tachka/images//9/5/5/9557b148337f7b61b51eee039142b753_240x180.jpg"/1994 г., 2 л., механика/седан, бензин/руль слева
Honda Odyssey/$ 6 500/"https://im.mashina.kg/tachka/images//7/9/f/79f1e5c69779ff529f5de9552d8b763f_240x180.jpg"/2005 г., 2.4 л., автомат/минивэн, бензин/руль справа, 278 000 км
Honda Inspire/$ 6 200/"https://im.mashina.kg/tachka/images//d/0/d/d0d6b3eda31fd9171f657fb8220fcf41_240x180.jpg"/2003 г., 3 л., автомат/седан, бензин/руль справа, 220 000 км
Honda Fit/$ 5 200/"https://im.mashina.kg/tachka/images//8/2/1/8214f21d0df2958b77ea85eeff733a1e_240x180.jpg"/2005 г., 1.3 л., вариатор/хэтчбек 5 дв., бензин/руль справа, 200 000 км
Honda Stepwgn/$ 5 661/"https://im.mashina.kg/tachka/images//0/4/8/048c9497d586ffee0462aa0e4e046166_240x180.jpg"/2001 г., 2 л., автомат/минивэн, бензин/руль справа, 253 654 км
Toyota Harrier/$ 7 500/"https://im.mashina.kg/tachka/images//6/2/6/626fd7fe3dcd06b35640e71ea0adab81_240x180.jpg"/2002 г., 3 л., автомат/внедорожник 5 дв., бензин/руль справа, 300 000 км
Toyota Ist/$ 5 300/"https://im.mashina.kg/tachka/images//d/3/8/d38212d9f3248f6d4b5cba9041d79947_240x180.jpg"/2003 г., 1.5 л., автомат/хэтчбек 5 дв., бензин/руль справа, 240 000 км
Mercedes-Benz S-класс/$ 9 000/"https://im.mashina.kg/tachka/images//c/d/0/cd072822143495a1ae0392912f201b5a_240x180.jpg"/1994 г., 6 л., автомат/седан, бензин/руль слева, 150 000 км
Volkswagen Passat/$ 1 297//1990 г., 1.8 л., механика/седан, бензин/руль слева
Nissan Pathfinder/$ 7 000/"https://im.mashina.kg/tachka/images//8/7/8/878544fb07a7911cd23f49a594558737_240x180.jpg"/2005 г., 2.5 л., механика/внедорожник 5 дв., дизель/руль слева, 272 000 км
Honda Fit/$ 5 200/"https://im.mashina.kg/tachka/images//3/9/e/39e58258270a477c4ff4af2aa99ce4ee_240x180.jpg"/2002 г., 1.3 л., вариатор/хэтчбек 5 дв., бензин/руль справа, 330 000 км
BMW X5/$ 16 800/"https://im.mashina.kg/tachka/images//6/3/d/63d4add212404f10e02c3c729ce33e4c_240x180.jpg"/2010 г., 4.4 л., автомат/внедорожник 5 дв., бензин/руль слева, 168 000 км
Toyota Ist/$ 5 000/"https://im.mashina.kg/tachka/images//3/5/f/35fc181ae1db3fcc76dd3cc076ca9d02_240x180.jpg"/2003 г., 1.3 л., автомат/хэтчбек 5 дв., бензин/руль справа, 172 000 км
ВАЗ (Lada) 2107/$ 1 769/"https://im.mashina.kg/tachka/images//a/4/8/a4820a8cd20b1dd8a080955b1fbfb272_240x180.jpg"/2010 г., 1.6 л., механика/седан, бензин/руль слева, 26 800 км
Lexus RX/$ 6 500/"https://im.mashina.kg/tachka/images//5/9/d/59de915dda9cbe740e27fcf9b6523169_240x180.jpg"/1999 г., 3 л., автомат/внедорожник 5 дв., бензин/руль слева, 219 000 км
Chevrolet Aveo/$ 4 246/"https://im.mashina.kg/tachka/images//9/9/f/99f082d8ee7923a383c10c1b2f350678_240x180.jpg"/2010 г., 1.4 л., механика/седан, бензин/руль слева, 93 000 км
Daewoo Lacetti/$ 3 774//2004 г., 1.8 л., механика/седан, бензин/руль слева, 288 000 км
Subaru Outback/$ 6 700/"https://im.mashina.kg/tachka/images//8/6/5/8656634861643354e2e8abaa11012b60_240x180.jpg"/2006 г., 2.5 л., автомат/универсал, бензин/руль справа, 230 000 км
Kia Rio/$ 16 700/"https://im.mashina.kg/tachka/images//a/a/3/aa3053ef7bb41097e6f3a983f6aae534_240x180.jpg"/2020 г., 1.6 л., автомат/хэтчбек 5 дв., бензин/руль слева, 7 000 км
Toyota Alphard/$ 9 200/"https://im.mashina.kg/tachka/images//0/4/c/04cf9de2454e7d189becf451751cdc2b_240x180.jpg"/2005 г., 2.4 л., вариатор/минивэн, гибрид/руль справа
Mercedes-Benz E-класс/$ 6 800/"https://im.mashina.kg/tachka/images//b/c/7/bc73e9f3e2387043b7c4f13cb46767a0_240x180.jpg"/2002 г., 2.7 л., автомат/седан, дизель/руль слева
Kia Rio/$ 2 595/"https://im.mashina.kg/tachka/images//8/7/8/8781ff0c8f55c3bede4e0f0fd29af98a_240x180.jpg"/2003 г., 1.5 л., механика/хэтчбек 5 дв., бензин/руль слева
Mercedes-Benz E-класс/$ 2 700/"https://im.mashina.kg/tachka/images//1/5/1/1512d35cdfa56f5f6e2517df7b7a49fd_240x180.jpg"/1993 г., 2.8 л., механика/седан, бензин/руль слева
Daewoo Leganza/$ 2 005/"https://im.mashina.kg/tachka/images//a/f/f/aff1f39a787e31bd1b75f1b54de6fbd8_240x180.jpg"/2000 г., 1.8 л., механика/седан, бензин/руль слева, 250 000 км
Nissan Bluebird/$ 1 600/"https://im.mashina.kg/tachka/images//8/a/a/8aa43fd7fdf681b6a4d31ce5d9eecad9_240x180.jpg"/1989 г., 2 л., механика/хэтчбек 5 дв., бензин/руль слева, 237 000 км
Mazda 323/$ 1 946/"https://im.mashina.kg/tachka/images//d/b/d/dbd041d625b3a9e84491e62ec61c1067_240x180.jpg"/2002 г., 1.6 л., механика/хэтчбек 5 дв., бензин/руль слева
Volkswagen Passat/$ 3 066/"https://im.mashina.kg/tachka/images//1/3/c/13c2e070b96298732f4622321eaa954c_240x180.jpg"/1994 г., 1.8 л., механика/универсал, бензин/руль слева, 403 772 км
Honda Fit/$ 5 189/"https://im.mashina.kg/tachka/images//d/3/2/d323b8295605001c0bae5c755e7c0f1f_240x180.jpg"/2003 г., 1.3 л., вариатор/хэтчбек 5 дв., бензин/руль справа
Honda Edix/$ 6 500/"https://im.mashina.kg/tachka/images//7/5/a/75aaa3df884ef447f9904a47a9c60196_240x180.jpg"/2005 г., 1.7 л., автомат/минивэн, бензин/руль справа, 190 000 км
Honda Mobilio/$ 5 300/"https://im.mashina.kg/tachka/images//6/1/9/6193ccfbf763b91b5f8ba7d08942a626_240x180.jpg"/2003 г., 1.5 л., вариатор/минивэн, бензин/руль справа
Toyota Prius/$ 9 500/"https://im.mashina.kg/tachka/images//1/4/7/1471ecd8ae91533e627825475e6fd671_240x180.jpg"/2011 г., 1.8 л., автомат/хэтчбек 5 дв., гибрид/руль слева, 167 000 км
Toyota Corolla Verso/$ 5 897/"https://im.mashina.kg/tachka/images//3/3/7/337aaa5013720975523215ad27a70c88_240x180.jpg"/2002 г., 1.6 л., механика/минивэн, бензин/руль слева, 280 000 км
Subaru Outback/$ 9 900/"https://im.mashina.kg/tachka/images//1/4/4/14476842ba3b2f989f3452bbb5f45cd0_240x180.jpg"/2007 г., 2.5 л., автомат/универсал, бензин/руль слева, 175 000 км
Lexus LX/$ 28 500/"https://im.mashina.kg/tachka/images//1/6/6/16641a9ffd8d7f275a4d18850c16a099_240x180.jpg"/2008 г., 5.7 л., автомат/внедорожник 5 дв., бензин/руль слева, 180 000 км
Mazda Demio/$ 3 700/"https://im.mashina.kg/tachka/images//8/7/f/87f0ff444e14039c9e797323f5676358_240x180.jpg"/2004 г., 1.3 л., автомат/хэтчбек 5 дв., бензин/руль справа, 431 500 км
Mercedes-Benz W124/$ 1 179/"https://im.mashina.kg/tachka/images//e/0/d/e0d7802d606ae58e3c91a5b3171f60ac_240x180.jpg"/1990 г., 2 л., механика/седан, бензин/руль слева
Honda CR-V/$ 27 500/"https://im.mashina.kg/tachka/images//d/c/4/dc45ac5f77d36765400e5459a15ef47a_240x180.jpg"/2017 г., 1.5 л., вариатор/внедорожник 5 дв., бензин/руль слева, 38 000 км
Hyundai Sonata/$ 12 200/"https://im.mashina.kg/tachka/images//9/f/9/9f971014979fa9ec589c321a6a03daa3_240x180.jpg"/2017 г., 2 л., автомат/седан, газ/руль слева
Lexus RX/$ 43 500/"https://im.mashina.kg/tachka/images//0/e/a/0eaf9ab93e21495add6f8cf3ae0315af_240x180.jpg"/2017 г., 3.5 л., вариатор/внедорожник 5 дв., гибрид/руль слева, 96 000 км
BMW 5 Серия/$ 21 200/"https://im.mashina.kg/tachka/images//2/c/7/2c7f72864d81ad7242a7987b6127ac25_240x180.jpg"/2016 г., 2 л., автомат/седан, дизель/руль слева
Lexus ES/$ 38 500/"https://im.mashina.kg/tachka/images//b/7/6/b76242d259b201d6f00cf511aa280230_240x180.jpg"/2019 г., 2.5 л., вариатор/седан, гибрид/руль слева, 26 000 км
Kia Carnival/$ 15 000/"https://im.mashina.kg/tachka/images//2/f/6/2f63671d21f8072bb5e6454378df7b47_240x180.jpg"/2016 г., 2.2 л., автомат/минивэн, дизель/руль слева, 150 000 км
Lexus NX/$ 27 800/"https://im.mashina.kg/tachka/images//1/b/3/1b3dc4c39719569985cb9e3e87279a57_240x180.jpg"/2015 г., 2.5 л., вариатор/внедорожник 5 дв., гибрид/руль слева, 138 000 км
Daewoo Matiz/$ 3 100/"https://im.mashina.kg/tachka/images//2/0/c/20caefca3d1d8d7d22809029cbc4862b_240x180.jpg"/2002 г., 0.8 л., механика/хэтчбек 5 дв., бензин/руль слева, 222 111 км
Lexus RX/$ 58 000/"https://im.mashina.kg/tachka/images//2/3/b/23bde2339fbb9b5a55ad446dca474b1d_240x180.jpg"/2017 г., 3.5 л., автомат/внедорожник 5 дв., бензин/руль слева, 92 000 км
Honda Stepwgn/$ 6 800/"https://im.mashina.kg/tachka/images//8/1/e/81e4c0fcad30ded724379f15162687bd_240x180.jpg"/2004 г., 2 л., автомат/минивэн, бензин/руль справа, 250 000 км
ВАЗ (Lada) 2107/$ 1 179/"https://im.mashina.kg/tachka/images//4/0/2/4023390fef3de714ccf47b983d8a6a73_240x180.jpg"/2008 г., 1.6 л., механика/седан, бензин/руль слева, 69 000 км
Volkswagen Golf/$ 1 415/"https://im.mashina.kg/tachka/images//a/a/9/aa9fb61bf086799452d8492d72a62a28_240x180.jpg"/1993 г., 1.4 л., механика/хэтчбек 3 дв., бензин/руль слева, 200 000 км
Honda CR-V/$ 12 100/"https://im.mashina.kg/tachka/images//3/3/c/33c3f1a99440fa9a802571f4dae30b69_240x180.jpg"/2007 г., 2 л., автомат/внедорожник 5 дв., бензин/руль слева, 164 000 км
BMW 5 Серия/$ 2 477/"https://im.mashina.kg/tachka/images//5/6/5/565f218b639af079962cc14cf462781a_240x180.jpg"/1992 г., 2 л., механика/седан, бензин/руль слева, 210 000 км
Toyota Camry/$ 9 300/"https://im.mashina.kg/tachka/images//8/b/4/8b4272b96c1224348cefa6b3d35ff287_240x180.jpg"/2006 г., 2.4 л., автомат/седан, бензин/руль слева
Toyota Camry/$ 9 300/"https://im.mashina.kg/tachka/images//f/4/1/f41e3c5bd60b6c58eebfc298605bdb1f_240x180.jpg"/2006 г., 2.4 л., автомат/седан, бензин/руль слева
Honda Civic/$ 3 900/"https://im.mashina.kg/tachka/images//a/c/b/acb1cacd285faa2c4970fb9b5b489e43_240x180.jpg"/2000 г., 1.6 л., автомат/хэтчбек 5 дв., бензин/руль справа, 330 064 км
ВАЗ (Lada) Priora/$ 1 769/"https://im.mashina.kg/tachka/images//3/7/8/3785093b879f1f76d34f732ecffb7a8f_240x180.jpg"/2008 г., 1.6 л., механика/хэтчбек 5 дв., бензин/руль слева
Toyota Crown/$ 12 990/"https://im.mashina.kg/tachka/images//5/3/8/5384103b86661576c213e36646515e59_240x180.jpg"/2008 г., 3.5 л., автомат/седан, бензин/руль справа
Mercedes-Benz CLS-класс/$ 9 500/"https://im.mashina.kg/tachka/images//b/9/4/b9416d653b1e34193bb796abc5993008_240x180.jpg"/2006 г., 3.5 л., автомат/седан, бензин/руль слева, 65 000 км
Mitsubishi Montero Sport/$ 6 700/"https://im.mashina.kg/tachka/images//d/a/7/da7083a2d1123bd39c34e237716ffd3a_240x180.jpg"/2004 г., 3 л., автомат/внедорожник 5 дв., бензин/руль слева, 370 000 км
Toyota Corolla/$ 5 307/"https://im.mashina.kg/tachka/images//b/2/9/b296169dd6f86c31b808a1ad73e2e8f7_240x180.jpg"/2004 г., 1.6 л., механика/универсал, бензин/руль слева, 400 000 км
ВАЗ (Lada) 21099/$ 295/"https://im.mashina.kg/tachka/images//b/b/b/bbbd0bc57a0d900a11f0a8cf7df3fb96_240x180.jpg"/1994 г., 1.5 л., механика/седан, бензин/руль слева, 100 000 км
Honda Accord/$ 4 300/"https://im.mashina.kg/tachka/images//1/3/c/13cfa377a658752e553b6bebceb6bdac_240x180.jpg"/2000 г., 1.8 л., механика/седан, бензин/руль слева, 255 000 км
Toyota Camry/$ 7 500/"https://im.mashina.kg/tachka/images//8/c/7/8c7eb89b1ba01765e3e683c73d31aeee_240x180.jpg"/2003 г., 2.4 л., автомат/седан, бензин/руль слева, 240 000 км
Subaru Forester/$ 17 000/"https://im.mashina.kg/tachka/images//4/5/b/45b927b263bdfe62e19c6af7c7d61390_240x180.jpg"/2017 г., 2.5 л., вариатор/внедорожник 5 дв., бензин/руль слева, 158 000 км
Lexus RX/$ 28 500/"https://im.mashina.kg/tachka/images//6/6/c/66cd9007c5494ff5e5a9d91dc80e081e_240x180.jpg"/2012 г., 3.5 л., вариатор/внедорожник 5 дв., гибрид/руль слева, 170 000 км
Audi 80/$ 2 200/"https://im.mashina.kg/tachka/images//9/5/7/957df3cc57ad735acfd66ceba8140e2f_240x180.jpg"/1995 г., 2 л., автомат/седан, бензин/руль справа
Mercedes-Benz C-класс/$ 2 477/"https://im.mashina.kg/tachka/images//a/a/6/aa68e9f79e44e71352d2fe1e0d42ec07_240x180.jpg"/1994 г., 2.2 л., автомат/седан, бензин/руль справа
BMW X5/$ 11 000/"https://im.mashina.kg/tachka/images//d/9/f/d9fd8120aed02f1ce104bcf8b24e4fce_240x180.jpg"/2009 г., 3 л., автомат/внедорожник 5 дв., бензин/руль слева
Toyota RAV 4/$ 16 200/"https://im.mashina.kg/tachka/images//8/b/7/8b71e8939ae799e862f1b1ae4872f5d6_240x180.jpg"/2013 г., 2.5 л., автомат/внедорожник 5 дв., бензин/руль слева, 70 230 км
Honda Accord/$ 6 600/"https://im.mashina.kg/tachka/images//b/5/8/b58b3ed8d05bb09ba1045e2f6f98cab8_240x180.jpg"/2003 г., 2.4 л., автомат/седан, бензин/руль справа
Mitsubishi Grandis/$ 5 100/"https://im.mashina.kg/tachka/images//d/a/8/da830c3751fea7665ec669c2123085a3_240x180.jpg"/2004 г., 2.4 л., механика/минивэн, бензин/руль слева
Honda Odyssey/$ 3 900/"https://im.mashina.kg/tachka/images//8/0/5/8050855bc7e5ddad2c79d3d2c6113a36_240x180.jpg"/2000 г., 2.3 л., автомат/минивэн, бензин/руль справа
